model,learning_rate,val_split,epochs,accuracy,TPR,TNR
cnn_model_succeeded_raw,1e-06,0.33,1,0.42452830188679247,0.0,0.7758620689655172
simple_CNN_model_1_sigmoid_raw,1e-05,,5,0.42452830188679247,0.9166666666666666,0.017241379310344827
simple_CNN_model_1_sigmoid_raw,1e-06,0.33,1,0.42452830188679247,0.10416666666666667,0.6896551724137931
cnn_model_succeeded_raw,1e-05,0.33,5,0.4056603773584906,0.7708333333333334,0.10344827586206896
CNN_model_paper2_raw,1e-06,,5,0.3867924528301887,0.75,0.08620689655172414
simple_CNN_model_1_sigmoid_raw,1e-05,,3,0.36792452830188677,0.7916666666666666,0.017241379310344827
simple_CNN_model_1_sigmoid_raw,1e-05,0.33,1,0.3584905660377358,0.4791666666666667,0.25862068965517243
cnn_model_succeeded_raw,1e-07,,1,0.3490566037735849,0.0625,0.5862068965517241
simple_CNN_model_1_sigmoid_raw,1e-06,,3,0.3490566037735849,0.6458333333333334,0.10344827586206896
cnn_model_succeeded_raw,1e-07,,3,0.33962264150943394,0.6666666666666666,0.06896551724137931
cnn_model_succeeded_raw,1e-07,0.33,5,0.32075471698113206,0.0,0.5862068965517241
CNN_model_paper2_raw,1e-06,,10,0.3113207547169811,0.625,0.05172413793103448
cnn_model_succeeded_raw,1e-07,0.33,3,0.27358490566037735,0.1875,0.3448275862068966
cnn_model_succeeded_raw,1e-05,,3,0.2641509433962264,0.4375,0.1206896551724138
simple_CNN_model_1_sigmoid_raw,1e-07,0.33,10,0.20754716981132076,0.3125,0.1206896551724138
simple_CNN_model_1_sigmoid_raw,1e-06,,10,0.19811320754716982,0.125,0.25862068965517243
CNN_model_paper2_raw,1e-05,,1,0.08490566037735849,0.14583333333333334,0.034482758620689655
