model,learning_rate,val_split,epochs,accuracy,TPR,TNR
cnn_model_succeeded,1e-07,0.33,100,0.49,0.5104166666666666,0.47115384615384615
CNN_model_paper2,0.001,,100,0.49,0.484375,0.4951923076923077
CNN_model_paper2,0.0001,0.33,10,0.49,0.890625,0.1201923076923077
CNN_model_paper2,1e-07,,20,0.49,0.4166666666666667,0.5576923076923077
CNN_model_paper2,1e-05,,10,0.4875,0.6041666666666666,0.3798076923076923
simple_CNN_model_1_sigmoid,1e-05,0.33,50,0.4875,0.9895833333333334,0.02403846153846154
CNN_model_paper2,1e-05,0.33,10,0.4875,0.2916666666666667,0.6682692307692307
CNN_model_paper2,0.001,0.33,20,0.4875,0.08854166666666667,0.8557692307692307
simple_CNN_model_1_sigmoid,1e-06,0.33,20,0.4875,0.5885416666666666,0.3942307692307692
simple_CNN_model_1_sigmoid,1e-05,0.33,3,0.4875,0.09375,0.8509615384615384
simple_CNN_model_1_sigmoid,1e-07,,100,0.4875,0.4739583333333333,0.5
cnn_model_succeeded,1e-06,,50,0.4875,0.4166666666666667,0.5528846153846154
simple_CNN_model_1_sigmoid,1e-07,0.33,3,0.4875,0.5625,0.4182692307692308
simple_CNN_model_1_sigmoid,1e-05,0.33,5,0.485,0.84375,0.15384615384615385
CNN_model_paper2,1e-07,0.33,50,0.485,0.7447916666666666,0.24519230769230768
cnn_model_succeeded,1e-05,,5,0.485,0.13541666666666666,0.8076923076923077
simple_CNN_model_1_sigmoid,1e-06,,20,0.485,0.4791666666666667,0.49038461538461536
cnn_model_succeeded,1e-05,,1,0.485,0.2604166666666667,0.6923076923076923
CNN_model_paper2,0.0001,0.33,5,0.485,0.9114583333333334,0.09134615384615384
simple_CNN_model_1_sigmoid,1e-07,0.33,20,0.485,0.4270833333333333,0.5384615384615384
CNN_model_paper2,1e-07,,3,0.4825,1.0,0.004807692307692308
simple_CNN_model_1_sigmoid,1e-05,,1,0.4825,0.171875,0.7692307692307693
CNN_model_paper2,1e-07,0.33,10,0.4825,0.9947916666666666,0.009615384615384616
CNN_model_paper2,1e-05,0.33,1,0.4825,0.5677083333333334,0.40384615384615385
cnn_model_succeeded,1e-06,,1,0.4825,0.6041666666666666,0.3701923076923077
cnn_model_succeeded,1e-06,0.33,5,0.4825,0.4114583333333333,0.5480769230769231
cnn_model_succeeded,1e-05,0.33,20,0.4825,0.65625,0.32211538461538464
CNN_model_paper_withDropout,0.0001,,20,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-05,,20,0.48,1.0,0.0
simple_CNN_model_1,1e-05,,20,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-07,0.33,100,0.48,1.0,0.0
simple_CNN_model_1,1e-07,0.33,100,0.48,1.0,0.0
CNN_model_paper,0.001,,100,0.48,1.0,0.0
CNN_model_paper,1e-07,0.33,100,0.48,1.0,0.0
simple_CNN_model_1,1e-06,0.33,100,0.48,1.0,0.0
CNN_model_paper,1e-05,,20,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-06,0.33,100,0.48,1.0,0.0
CNN_model_paper_withDropout,0.001,,100,0.48,1.0,0.0
simple_CNN_model_1,0.001,,100,0.48,1.0,0.0
CNN_model_paper,1e-06,0.33,100,0.48,1.0,0.0
simple_CNN_model_1,0.0001,,20,0.48,1.0,0.0
simple_CNN_model_1,0.0001,,100,0.48,1.0,0.0
CNN_model_paper,0.0001,,100,0.48,1.0,0.0
CNN_model_paper,0.001,,20,0.48,1.0,0.0
CNN_model_paper,1e-07,0.33,20,0.48,1.0,0.0
simple_CNN_model_1,1e-07,,100,0.48,1.0,0.0
CNN_model_paper2,1e-07,0.33,20,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-07,0.33,20,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-07,,100,0.48,1.0,0.0
simple_CNN_model_1,1e-07,0.33,20,0.48,1.0,0.0
CNN_model_paper,1e-07,,100,0.48,1.0,0.0
simple_CNN_model_1,1e-06,,100,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-06,,100,0.48,1.0,0.0
CNN_model_paper,0.0001,,20,0.48,1.0,0.0
CNN_model_paper,1e-06,,100,0.48,1.0,0.0
simple_CNN_model_1,1e-05,,100,0.48,1.0,0.0
CNN_model_paper_withDropout,0.001,,20,0.48,1.0,0.0
simple_CNN_model_1,0.001,,20,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-05,,100,0.48,1.0,0.0
CNN_model_paper,1e-05,,100,0.48,1.0,0.0
simple_CNN_model_1,1e-05,0.33,100,0.48,1.0,0.0
CNN_model_paper_withDropout,0.0001,,100,0.48,1.0,0.0
CNN_model_paper,1e-06,,20,0.48,1.0,0.0
CNN_model_paper,1e-06,0.33,50,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-06,,20,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-05,0.33,100,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-05,,50,0.48,1.0,0.0
CNN_model_paper,1e-05,,50,0.48,1.0,0.0
simple_CNN_model_1,0.0001,,50,0.48,1.0,0.0
CNN_model_paper,0.0001,0.33,50,0.48,1.0,0.0
simple_CNN_model_1,1e-06,0.33,20,0.48,1.0,0.0
CNN_model_paper,0.0001,,50,0.48,1.0,0.0
CNN_model_paper_withDropout,0.0001,0.33,50,0.48,1.0,0.0
simple_CNN_model_1,0.0001,0.33,50,0.48,1.0,0.0
simple_CNN_model_1_sigmoid,0.0001,0.33,50,0.48,1.0,0.0
