model,learning_rate,val_split,epochs,accuracy,TPR,TNR
simple_CNN_model_1_sigmoid,1e-05,0.33,50,0.5075,0.18324607329842932,0.8038277511961722
CNN_model_paper2,1e-05,0.33,10,0.5075,0.806282722513089,0.23444976076555024
CNN_model_paper2,0.0001,,50,0.5075,0.02617801047120419,0.9473684210526315
simple_CNN_model_1_sigmoid,1e-07,0.33,100,0.5075,0.518324607329843,0.49760765550239233
simple_CNN_model_1_sigmoid,1e-06,0.33,20,0.505,0.6492146596858639,0.37320574162679426
CNN_model_paper2,0.0001,,10,0.505,0.9109947643979057,0.1339712918660287
cnn_model_succeeded,0.0001,,3,0.5025,0.6910994764397905,0.33014354066985646
CNN_model_paper2,1e-06,0.33,5,0.5025,0.4293193717277487,0.569377990430622
cnn_model_succeeded,1e-05,0.33,1,0.5025,0.8900523560209425,0.14832535885167464
simple_CNN_model_1_sigmoid,1e-07,,5,0.5025,0.46596858638743455,0.5358851674641149
simple_CNN_model_1_sigmoid,1e-07,,20,0.5025,0.518324607329843,0.4880382775119617
cnn_model_succeeded,1e-06,,100,0.5,0.8638743455497382,0.1674641148325359
CNN_model_paper2,0.001,,5,0.5,0.518324607329843,0.48325358851674644
CNN_model_paper2,1e-05,,100,0.5,0.6335078534031413,0.37799043062200954
CNN_model_paper2,0.0001,0.33,3,0.5,0.11518324607329843,0.8516746411483254
CNN_model_paper2,1e-05,0.33,100,0.5,0.743455497382199,0.27751196172248804
cnn_model_succeeded,1e-06,0.33,5,0.4975,0.6335078534031413,0.37320574162679426
cnn_model_succeeded,1e-06,0.33,20,0.4975,0.7696335078534031,0.24880382775119617
CNN_model_paper2,1e-06,,100,0.4975,0.45549738219895286,0.5358851674641149
simple_CNN_model_1_sigmoid,1e-07,0.33,5,0.495,0.34554973821989526,0.631578947368421
cnn_model_succeeded,1e-07,0.33,20,0.495,0.5235602094240838,0.4688995215311005
CNN_model_paper2,1e-07,0.33,100,0.495,0.47643979057591623,0.5119617224880383
cnn_model_succeeded,1e-05,0.33,5,0.495,0.8167539267015707,0.20095693779904306
CNN_model_paper2,1e-05,,1,0.4925,0.6387434554973822,0.3588516746411483
cnn_model_succeeded,1e-06,,5,0.4925,0.35602094240837695,0.6172248803827751
simple_CNN_model_1_sigmoid,1e-06,,20,0.4925,0.93717277486911,0.0861244019138756
cnn_model_succeeded,1e-06,,3,0.4925,0.5130890052356021,0.47368421052631576
simple_CNN_model_1_sigmoid,1e-06,,1,0.49,0.6335078534031413,0.3588516746411483
cnn_model_succeeded,1e-07,,50,0.49,0.46596858638743455,0.5119617224880383
simple_CNN_model_1_sigmoid,1e-05,0.33,1,0.4875,0.9476439790575916,0.06698564593301436
cnn_model_succeeded,1e-06,,50,0.4875,0.6910994764397905,0.3014354066985646
cnn_model_succeeded,0.001,0.33,3,0.4875,0.9738219895287958,0.0430622009569378
simple_CNN_model_1_sigmoid,1e-06,,5,0.485,0.4293193717277487,0.5358851674641149
CNN_model_paper2,0.0001,0.33,1,0.485,0.9581151832460733,0.05263157894736842
CNN_model_paper2,0.0001,0.33,10,0.485,0.7539267015706806,0.23923444976076555
simple_CNN_model_1_sigmoid,1e-06,0.33,1,0.485,0.9790575916230366,0.03349282296650718
cnn_model_succeeded,1e-05,0.33,3,0.485,0.6596858638743456,0.3253588516746411
simple_CNN_model_1_sigmoid,1e-06,0.33,50,0.485,0.7801047120418848,0.215311004784689
cnn_model_succeeded,1e-05,0.33,20,0.485,0.9947643979057592,0.019138755980861243
CNN_model_paper2,0.0001,,3,0.4825,1.0,0.009569377990430622
CNN_model_paper2,0.001,0.33,20,0.4825,0.9528795811518325,0.05263157894736842
CNN_model_paper2,1e-05,0.33,50,0.4825,0.387434554973822,0.569377990430622
CNN_model_paper2,1e-06,,5,0.4825,0.4712041884816754,0.49282296650717705
cnn_model_succeeded,1e-05,0.33,10,0.48,0.9947643979057592,0.009569377990430622
CNN_model_paper2,1e-07,,3,0.48,1.0,0.004784688995215311
cnn_model_succeeded,1e-07,0.33,100,0.48,0.4712041884816754,0.4880382775119617
CNN_model_paper,0.001,,20,0.4775,1.0,0.0
simple_CNN_model_1,1e-06,0.33,20,0.4775,1.0,0.0
CNN_model_paper,1e-07,0.33,100,0.4775,1.0,0.0
CNN_model_paper,0.001,,100,0.4775,1.0,0.0
CNN_model_paper,1e-05,0.33,20,0.4775,1.0,0.0
CNN_model_paper_withDropout,0.0001,,100,0.4775,1.0,0.0
simple_CNN_model_1,1e-05,,20,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-05,0.33,20,0.4775,1.0,0.0
simple_CNN_model_1,1e-05,0.33,20,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-05,,20,0.4775,1.0,0.0
simple_CNN_model_1,0.001,,20,0.4775,1.0,0.0
CNN_model_paper,1e-06,0.33,20,0.4775,1.0,0.0
CNN_model_paper_withDropout,0.001,,20,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-06,0.33,20,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-07,0.33,100,0.4775,1.0,0.0
simple_CNN_model_1,1e-07,,100,0.4775,1.0,0.0
CNN_model_paper_withDropout,0.0001,,20,0.4775,1.0,0.0
CNN_model_paper,1e-07,,100,0.4775,1.0,0.0
CNN_model_paper,1e-05,,20,0.4775,1.0,0.0
CNN_model_paper_withDropout,0.001,,100,0.4775,1.0,0.0
simple_CNN_model_1,1e-07,0.33,100,0.4775,1.0,0.0
CNN_model_paper,0.0001,,20,0.4775,1.0,0.0
CNN_model_paper,0.0001,,100,0.4775,1.0,0.0
CNN_model_paper,1e-07,0.33,20,0.4775,1.0,0.0
CNN_model_paper2,1e-07,0.33,20,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-07,0.33,20,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-07,,100,0.4775,1.0,0.0
simple_CNN_model_1,0.0001,,20,0.4775,1.0,0.0
simple_CNN_model_1,1e-07,0.33,20,0.4775,1.0,0.0
simple_CNN_model_1,0.001,,100,0.4775,1.0,0.0
simple_CNN_model_1_sigmoid,0.001,0.33,100,0.4775,1.0,0.0
cnn_model_succeeded,0.001,0.33,50,0.4775,1.0,0.0
CNN_model_paper,1e-06,,20,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-06,,100,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-05,0.33,100,0.4775,1.0,0.0
CNN_model_paper_withDropout,0.001,,50,0.4775,1.0,0.0
simple_CNN_model_1,0.001,,50,0.4775,1.0,0.0
CNN_model_paper,1e-05,0.33,100,0.4775,1.0,0.0
CNN_model_paper,0.0001,,50,0.4775,1.0,0.0
CNN_model_paper_withDropout,0.0001,,50,0.4775,1.0,0.0
simple_CNN_model_1,0.0001,,50,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-05,,100,0.4775,1.0,0.0
CNN_model_paper,1e-05,,50,0.4775,1.0,0.0
CNN_model_paper,1e-06,,100,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-05,,50,0.4775,1.0,0.0
simple_CNN_model_1,1e-05,,50,0.4775,1.0,0.0
simple_CNN_model_1_sigmoid,0.0001,0.33,100,0.4775,1.0,0.0
simple_CNN_model_1,0.0001,0.33,100,0.4775,1.0,0.0
CNN_model_paper,1e-06,,50,0.4775,1.0,0.0
CNN_model_paper_withDropout,0.0001,0.33,100,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-06,,50,0.4775,1.0,0.0
simple_CNN_model_1,1e-06,,50,0.4775,1.0,0.0
CNN_model_paper,1e-07,,50,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-07,,50,0.4775,1.0,0.0
CNN_model_paper,0.0001,0.33,100,0.4775,1.0,0.0
simple_CNN_model_1,1e-07,,50,0.4775,1.0,0.0
CNN_model_paper,0.001,0.33,100,0.4775,1.0,0.0
CNN_model_paper2,0.001,0.33,100,0.4775,1.0,0.0
CNN_model_paper_withDropout,0.001,0.33,100,0.4775,1.0,0.0
cnn_model_succeeded,0.001,0.33,100,0.4775,1.0,0.0
simple_CNN_model_1,0.001,0.33,100,0.4775,1.0,0.0
CNN_model_paper,0.001,,50,0.4775,1.0,0.0
simple_CNN_model_1,1e-07,0.33,50,0.4775,1.0,0.0
simple_CNN_model_1,1e-06,,100,0.4775,1.0,0.0
simple_CNN_model_1,1e-05,0.33,100,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-06,,20,0.4775,1.0,0.0
simple_CNN_model_1,1e-06,,20,0.4775,1.0,0.0
CNN_model_paper,1e-07,,20,0.4775,1.0,0.0
CNN_model_paper_withDropout,1e-07,,20,0.4775,1.0,0.0
simple_CNN_model_1,1e-07,,20,0.4775,1.0,0.0
CNN_model_paper,1e-05,,100,0.4775,1.0,0.0
CNN_model_paper,0.001,0.33,50,0.4775,1.0,0.0
CNN_model_paper2,0.001,0.33,50,0.4775,1.0,0.0
CNN_model_paper_withDropout,0.001,0.33,50,0.4775,1.0,0.0
simple_CNN_model_1,1e-06,0.33,100,0.4775,1.0,0.0
simple_CNN_model_1,0.001,0.33,50,0.4775,1.0,0.0
simple_CNN_model_1_sigmoid,0.001,0.33,50,0.4775,1.0,0.0
simple_CNN_model_1,1e-05,,100,0.4775,1.0,0.0
CNN_model_paper,0.0001,0.33,50,0.4775,1.0,0.0
CNN_model_paper_withDropout,0.0001,0.33,50,0.4775,1.0,0.0
simple_CNN_model_1,0.0001,0.33,50,0.4775,1.0,0.0
simple_CNN_model_1_sigmoid,0.0001,0.33,50,0.4775,1.0,0.0
